QGPIORecord, QRC v6.1.0, 22-12-2021 @ 10:20:11, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, -
47322, -0.2998, -0.2, 0, 0.00100148, 0, 0.00100148, 0, 2e-09, 0.01481, 0.147027, 0.142683, 0
47332, -0.2998, -0.2, 0, 0.00100149, 0, 0.00100149, 0, 2e-09, 0.01491, 0.147027, 0.142683, 0
47341, -0.2998, -0.2, 0, 0.0010015, 0, 0.0010015, 0, 2e-09, 0.01501, 0.147027, 0.142683, 0
47351, -0.2998, -0.2, 0, 0.00100151, 0, 0.00100151, 0, 2e-09, 0.01511, 0.147027, 0.142683, 0
47362, -0.2998, -0.2, 0, 0.00100152, 0, 0.00100152, 0, 2e-09, 0.01521, 0.147027, 0.142683, 0
47372, -0.2998, -0.2, 0, 0.00100153, 0, 0.00100153, 0, 2e-09, 0.01531, 0.147027, 0.142683, 0
47382, -0.2998, -0.2, 0, 0.00100154, 0, 0.00100154, 0, 2e-09, 0.01541, 0.147027, 0.142683, 0
47391, -0.2998, -0.2, 0, 0.00100155, 0, 0.00100155, 0, 2e-09, 0.01551, 0.147027, 0.142683, 0
47401, -0.2998, -0.2, 0, 0.00100156, 0, 0.00100156, 0, 2e-09, 0.01561, 0.147027, 0.142683, 0
47412, -0.2998, -0.2, 0, 0.00100157, 0, 0.00100157, 0, 2e-09, 0.01571, 0.147027, 0.142683, 0
47422, -0.2998, -0.2, 0, 0.00100158, 0, 0.00100158, 0, 2e-09, 0.01581, 0.147027, 0.142683, 0
47431, -0.2998, -0.2, 0, 0.00100159, 0, 0.00100159, 0, 2e-09, 0.01591, 0.147027, 0.142683, 0
47441, -0.2998, -0.2, 0, 0.0010016, 0, 0.0010016, 0, 2e-09, 0.01601, 0.147027, 0.142683, 0
47452, -0.2998, -0.2, 0, 0.00100161, 0, 0.00100161, 0, 2e-09, 0.01611, 0.147027, 0.142683, 0
