QGPIORecord, QRC v6.1.0, 30-11-2021 @ 21:25:18, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, C, D, ValueIn9, ValueIn10, ValueIn11
228090, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228101, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228111, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228120, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228130, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228141, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228150, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228160, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228170, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228180, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228190, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228200, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228210, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228220, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228231, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228240, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228250, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228260, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228271, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228280, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228290, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228300, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228311, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228320, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228330, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228340, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228350, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228360, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228370, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228380, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228390, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228401, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228410, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228420, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228430, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228441, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228450, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228460, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228470, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228481, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228490, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228500, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228510, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228520, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228531, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228540, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228550, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228560, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228571, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228580, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228590, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228600, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228611, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228620, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228630, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228640, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228651, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228660, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228670, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228680, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228690, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228701, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228710, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
228720, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
