QGPIORecord, QRC v6.1.0, 10-11-2021 @ 15:55:55, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
2050290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051520, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051530, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051540, 0.0631124, 6.31124, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051551, 0.192843, 12.945, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051560, 0.35413, 16.1392, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051570, 0.529442, 17.5312, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051580, 0.708261, 18.2395, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051591, 0.897598, 18.5831, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051600, 1.08343, 18.9232, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051610, 1.27277, 18.5831, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051620, 1.4621, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051631, 1.64793, 18.5831, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051640, 1.83727, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051650, 2.02661, 18.9477, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051660, 2.21594, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051671, 2.40528, 18.9092, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051680, 2.59462, 19.2738, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051690, 2.78396, 18.9407, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051700, 2.97329, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051710, 3.16263, 18.9407, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051721, 3.35547, 18.9232, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051730, 3.54481, 18.9407, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051740, 3.73415, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051750, 3.92348, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051761, 4.11282, 18.9407, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051770, 4.30216, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051780, 4.4915, 18.9162, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051790, 4.68083, 18.9477, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051801, 4.87017, 19.2738, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051810, 5.05951, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051820, 5.24884, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051830, 5.43818, 18.9477, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051841, 5.63102, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051850, 5.82036, 18.9162, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051860, 6.0097, 18.9477, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051870, 6.19904, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051880, 6.38837, 18.9407, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051891, 6.57771, 18.9092, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051900, 6.76705, 19.2843, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051910, 6.95638, 18.9407, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051920, 7.14572, 18.9162, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051931, 7.33856, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051940, 7.5279, 18.9232, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051950, 7.71373, 18.6181, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051960, 7.90307, 19.2598, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051971, 8.09241, 18.5971, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051980, 8.28174, 19.2598, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2051990, 8.47108, 18.9407, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2052000, 8.66392, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2052011, 8.85326, 18.9337, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2052020, 9.0426, 18.9232, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2052030, 9.23193, 18.9477, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2052040, 9.42127, 18.9162, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
